system:index,date,mean,name,.geo
20241116T225856_20241121T084127_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T225856_20241121T084127_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T225856_20241121T084127_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T225856_20241121T084127_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241117T004025_20241121T021136_0,2024-11-17,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241117T004025_20241121T021136_1,2024-11-17,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241117T004025_20241121T021136_2,2024-11-17,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241117T004025_20241121T021136_3,2024-11-17,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241117T004025_20241121T021136_4,2024-11-17,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241117T022155_20241121T022841_0,2024-11-17,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241117T022155_20241121T022841_1,2024-11-17,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241117T022155_20241121T022841_2,2024-11-17,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241117T022155_20241121T022841_3,2024-11-17,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241117T022155_20241121T022841_4,2024-11-17,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241117T040325_20241121T033015_0,2024-11-17,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241117T040325_20241121T033015_1,2024-11-17,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241117T040325_20241121T033015_2,2024-11-17,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241117T040325_20241121T033015_3,2024-11-17,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241117T040325_20241121T033015_4,2024-11-17,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241117T054455_20241121T033351_0,2024-11-17,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241117T054455_20241121T033351_1,2024-11-17,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241117T054455_20241121T033351_2,2024-11-17,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
